Location
lacZbp01q1H08
lacZbp01q1A10
lacZbp01q1A12
lacZbp01q2A09
lacZbp01q2B01
lacZbp01q2H06
lacZbp01q3B01
lacZbp01q3D12
lacZbp01q4G04
lacZbp02q2H02
lacZbp02q2H03
lacZbp02q2H04
lacZbp02q2H05
lacZbp02q3A07
lacZbp02q3A08
lacZbp02q3D12
lacZbp02q4H03
lacZbp02q4H08
lacZbp03q1A08
lacZbp03q1H01
lacZbp03q1H02
lacZbp03q1H06
lacZbp03q2A07
lacZbp03q2A09
lacZbp03q2B01
lacZbp03q2H02
lacZbp03q3A09
lacZbp03q3A10
lacZbp03q3B01
lacZbp03q4B01
lacZbp03q4H04
lacZwp01q1A12
lacZwp01q1H05
lacZwp01q1H06
lacZwp01q2A11
lacZwp01q3A07
lacZwp01q3A09
lacZwp01q3A10
lacZwp01q4A06
lacZwp01q4A11
lacZwp01q4A12
lacZwp01q4B01
lacZwp01q4H08
lacZwp02q1G05
lacZwp02q1H07
lacZwp02q2H03
lacZwp02q2H04
lacZwp02q2H05
lacZwp02q3A11
lacZwp02q3B06
lacZwp02q3E12
lacZwp02q3F12
lacZwp02q4H03
lacZwp02q4H04
lacZwp02q4H05
lacZwp02q4H06
lacZwp02q4H07
lacZwp02q4H08
lacZwp03q1H06
lacZwp03q1H08
lacZwp03q1H10
lacZwp03q2A08
lacZwp03q2E01
lacZwp03q3C01
lacZwp03q3A07
lacZwp03q3A09
lacZwp03q3A11
lacZwp03q4A10
lacZwp04q1E01
lacZwp04q1G07
lacZwp04q1D12
lacZwp04q2A03
lacZwp04q2A08
lacZwp04q2H02
lacZwp04q3A03
lacZwp04q4A01
lacZwp04q4A08
lacZwp04q4A12
lacZwp05q1H09
lacZwp05q2B10
lacZwp05q2D01
lacZwp05q2F01
lacZwp05q2H03
lacZwp05q4A07
lacZwp05q4G07
lacZwp05q4H05
lacZwp06q1G05
lacZwp06q1G06
lacZwp06q1H06
lacZwp06q1H07
lacZwp06q1G08
lacZwp06q2H07
lacZwp06q3A08
lacZwp06q3A09
lacZwp06q4H07
lacZwp07q1D02
lacZwp07q1G05
lacZwp07q1G06
lacZwp07q1G08
lacZwp07q2A01
lacZwp07q2A12
lacZwp07q3A09
lacZwp07q3A10
lacZwp07q3A11
lacZwp07q4A06
lacZwp07q4A09
lacZwp07q4A10
lacZwp07q4A12
lacZwp07q4H11
lacZwp08q1H07
lacZwp08q2A12
lacZwp08q3A08
lacZwp08q3A11
lacZwp08q3A12
lacZwp08q3B07
lacZwp08q3B12
lacZwp08q4G03
lacZwp09q1G02
lacZwp09q1G08
lacZwp09q1G09
lacZwp09q2G06
lacZwp09q2G08
lacZwp09q2E11
lacZwp09q3H03
lacZwp09q3H07
lacZwp09q4A12
lacZwp09q4H07
phoAbp01q1C01
phoAbp01q1B08
phoAbp01q1B09
phoAbp01q1H10
phoAbp01q2B02
phoAbp01q2C01
phoAbp01q2D02
phoAbp01q2H07
phoAbp01q3F01
phoAbp01q3H04
phoAbp01q3H07
phoAbp01q4A04
phoAbp01q4D02
phoAbp02q1G01
phoAbp02q1H05
phoAbp02q1A06
phoAbp02q1A07
phoAbp02q1B08
phoAbp02q2H11
phoAbp02q4A05
phoAbp02q4A09
phoAbp02q4H10
phoAbp02q4A12
phoAbp02q4D12
phoAbp03q1A12
phoAbp03q1C02
phoAbp03q1C04
phoAbp03q1D12
phoAbp03q1E12
phoAbp03q1F12
phoAbp03q1G10
phoAbp03q1H10
phoAbp03q2G04
phoAbp03q2H05
phoAbp03q2H08
phoAbp03q3H04
phoAbp03q3H05
phoAwp01q1H10
phoAwp01q2B06
phoAwp01q2A08
phoAwp01q2B12
phoAwp01q3A07
phoAwp01q4C12
phoAwp02q1H02
phoAwp02q2A06
phoAwp02q2A08
phoAwp02q2A09
phoAwp02q2A10
phoAwp02q3H05
phoAwp02q4D01
phoAwp02q4G01
phoAwp02q4G08
phoAwp03q1D01
phoAwp03q1F01
phoAwp03q1H10
phoAwp03q2A07
phoAwp03q2G03
phoAwp03q3A03
phoAwp03q4H02
phoAwp03q4H03
phoAwp03q4H04
phoAwp03q4H06
phoAwp03q4H07
phoAwp04q1E01
phoAwp04q1G03
phoAwp04q1H04
phoAwp04q2A07
phoAwp04q2A08
phoAwp04q2B07
phoAwp04q2B08
phoAwp04q4G05
phoAwp04q4G09
phoAwp05q1C05
phoAwp05q1H05
phoAwp05q1H06
phoAwp05q2A08
phoAwp05q3H07
phoAwp05q3G08
phoAwp05q4G05
phoAwp05q4G06
phoAwp05q4G07
phoAwp05q4F11
phoAwp06q2D01
phoAwp06q2A05
phoAwp06q2A08
phoAwp06q2E11
phoAwp06q3G06
phoAwp06q3D12
phoAwp06q4G03
phoAwp06q4G04
phoAwp06q4E05
phoAwp06q4G06
phoAwp07q1H02
phoAwp07q1G05
phoAwp07q1C08
phoAwp07q2B07
phoAwp07q2B08
phoAwp07q2A08
phoAwp07q2A09
phoAwp07q2A11
phoAwp07q2A12
phoAwp07q3H07
phoAwp07q3A10
phoAwp07q4B07
phoAwp07q4H07
phoAwp07q4G12
phoAwp08q1F01
phoAwp08q1H05
phoAwp08q1H06
phoAwp08q2G03
phoAwp08q2H05
phoAwp08q2H09
phoAwp08q3A01
phoAwp08q3B09
phoAwp08q3F09
phoAwp08q4G01
phoAwp08q4H02
phoAwp08q4H08
phoAwp09q1E01
phoAwp09q1H04
phoAwp09q2H05
phoAwp09q2H11
phoAwp09q2H12
phoAwp09q2G12
phoAwp09q2F12
phoAwp09q3A08
phoAwp09q3A09
phoAwp09q4A09
phoAwp10q2A01
phoAwp10q2A11
phoAwp10q2A12
